title:lo, start timestamp:2019-12-28T15:15:18.039737+03:00, stop timestamp:2019-12-28T15:16:19.683128+03:00, headset type:INSIGHT, headset serial:A2D200FB, headset firmware:930, subject name:Qasim, channels:44, sampling rate:eeg_128;pow_8, samples:7911      , version:2.0
Timestamp,EEG.Counter,EEG.Interpolated,EEG.AF3,EEG.T7,EEG.Pz,EEG.T8,EEG.AF4,EEG.RawCq,EEG.Battery,MarkerIndex,MarkerType,MarkerValueInt,EEG.MarkerHardware,CQ.AF3,CQ.T7,CQ.Pz,CQ.T8,CQ.AF4,POW.AF3.Theta,POW.AF3.Alpha,POW.AF3.BetaL,POW.AF3.BetaH,POW.AF3.Gamma,POW.T7.Theta,POW.T7.Alpha,POW.T7.BetaL,POW.T7.BetaH,POW.T7.Gamma,POW.Pz.Theta,POW.Pz.Alpha,POW.Pz.BetaL,POW.Pz.BetaH,POW.Pz.Gamma,POW.T8.Theta,POW.T8.Alpha,POW.T8.BetaL,POW.T8.BetaH,POW.T8.Gamma,POW.AF4.Theta,POW.AF4.Alpha,POW.AF4.BetaL,POW.AF4.BetaH,POW.AF4.Gamma
1577535318.039737,89.000000,0.000000,4227.179688,4473.846191,4153.846191,4180.512695,4190.769043,450.000000,2.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,,,,,,,,,,,,,,,,,,,,,,,,,
1577535318.047494,90.000000,1.000000,4225.299316,4476.922852,4152.763672,4180.341797,4190.028320,450.000000,2.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,,,,,,,,,,,,,,,,,,,,,,,,,
1577535318.055350,91.000000,1.000000,4223.418945,4480.000000,4151.681152,4180.170898,4189.287598,450.000000,2.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,,,,,,,,,,,,,,,,,,,,,,,,,
1577535318.063206,92.000000,1.000000,4221.538574,4483.077148,4150.598145,4180.000000,4188.546875,450.000000,2.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,,,,,,,,,,,,,,,,,,,,,,,,,
1577535318.071062,93.000000,1.000000,4219.658203,4486.153809,4149.515625,4179.829102,4187.806152,450.000000,2.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,,,,,,,,,,,,,,,,,,,,,,,,,
1577535318.078918,94.000000,1.000000,4217.777832,4489.230957,4148.433105,4179.658203,4187.065430,450.000000,2.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,,,,,,,,,,,,,,,,,,,,,,,,,
1577535318.086774,95.000000,1.000000,4215.897461,4492.307617,4147.350586,4179.487305,4186.324707,450.000000,2.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,,,,,,,,,,,,,,,,,,,,,,,,,
1577535318.094630,96.000000,1.000000,4214.017090,4495.384766,4146.267578,4179.316406,4185.583984,450.000000,2.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,,,,,,,,,,,,,,,,,,,,,,,,,
1577535318.102486,97.000000,1.000000,4212.136719,4498.461426,4145.185059,4179.145508,4184.843262,450.000000,2.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,,,,,,,,,,,,,,,,,,,,,,,,,
1577535318.110343,98.000000,0.000000,4210.256348,4501.538574,4144.102539,4178.974121,4184.102539,450.000000,2.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,,,,,,,,,,,,,,,,,,,,,,,,,
1577535318.118059,99.000000,0.000000,4213.333496,4525.128418,4136.922852,4163.077148,4181.025879,16225.000000,2.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,,,,,,,,,,,,,,,,,,,,,,,,,
1577535318.125875,100.000000,0.000000,4221.025879,4507.179688,4158.974121,4160.512695,4186.666504,450.000000,2.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,,,,,,,,,,,,,,,,,,,,,,,,,
1577535318.133691,101.000000,0.000000,4212.820313,4475.897461,4140.000000,4155.384766,4175.897461,450.000000,2.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,,,,,,,,,,,,,,,,,,,,,,,,,
1577535318.141507,102.000000,0.000000,4200.000000,4493.333496,4132.307617,4145.641113,4161.538574,450.000000,2.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,,,,,,,,,,,,,,,,,,,,,,,,,
1577535318.149222,103.000000,0.000000,4227.179688,4509.743652,4160.512695,4165.641113,4192.307617,16225.000000,2.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,,,,,,,,,,,,,,,,,,,,,,,,,
1577535318.156943,104.000000,0.000000,4263.077148,4487.179688,4177.436035,4188.717773,4224.102539,450.000000,2.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,3.685228,7.692061,3.716733,3.568182,3.426886,2.019005,1.487842,0.939027,1.019218,2.489954,1.623158,2.734284,1.136874,2.158538,1.722640,10.280609,4.550447,3.270786,2.642484,2.671956,3.588218,7.262539,3.075530,3.635127,2.885773
1577535318.164763,105.000000,0.000000,4255.897461,4482.051270,4169.743652,4178.974121,4209.743652,450.000000,2.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,,,,,,,,,,,,,,,,,,,,,,,,,
1577535318.172583,106.000000,0.000000,4246.666504,4504.102539,4156.922852,4169.230957,4198.461426,450.000000,2.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,,,,,,,,,,,,,,,,,,,,,,,,,
