title:006, start timestamp:2019-12-31T00:45:01.908647+03:00, stop timestamp:2019-12-31T00:45:25.189277+03:00, headset type:INSIGHT, headset serial:A2D200FB, headset firmware:930, subject name:Qasim, channels:56, sampling rate:eeg_128;mot_64;pow_8, samples:2984      , version:2.0
Timestamp,EEG.Counter,EEG.Interpolated,EEG.AF3,EEG.T7,EEG.Pz,EEG.T8,EEG.AF4,EEG.RawCq,EEG.Battery,MarkerIndex,MarkerType,MarkerValueInt,EEG.MarkerHardware,CQ.AF3,CQ.T7,CQ.Pz,CQ.T8,CQ.AF4,MOT.CounterMems,MOT.InterpolatedMems,MOT.Q0,MOT.Q1,MOT.Q2,MOT.Q3,MOT.AccX,MOT.AccY,MOT.AccZ,MOT.MagX,MOT.MagY,MOT.MagZ,POW.AF3.Theta,POW.AF3.Alpha,POW.AF3.BetaL,POW.AF3.BetaH,POW.AF3.Gamma,POW.T7.Theta,POW.T7.Alpha,POW.T7.BetaL,POW.T7.BetaH,POW.T7.Gamma,POW.Pz.Theta,POW.Pz.Alpha,POW.Pz.BetaL,POW.Pz.BetaH,POW.Pz.Gamma,POW.T8.Theta,POW.T8.Alpha,POW.T8.BetaL,POW.T8.BetaH,POW.T8.Gamma,POW.AF4.Theta,POW.AF4.Alpha,POW.AF4.BetaL,POW.AF4.BetaH,POW.AF4.Gamma
1577742301.908647,91.000000,0.000000,4205.128418,4383.589844,4125.641113,4140.512695,4183.077148,16198.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,,,,,,,,,,,,,142.213669,29.482019,11.572141,6.090774,3.957936,1.875258,4.035602,2.287438,2.299008,1.560351,5.285748,8.460567,3.755751,4.427230,2.484848,3.420290,10.529129,8.652980,6.176985,3.856183,53.720112,16.711889,9.362091,5.855744,3.628697
1577742301.916544,92.000000,0.000000,4214.871582,4373.846191,4138.461426,4152.820313,4197.436035,450.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,46.000000,0.000000,0.297612,0.087646,0.881104,0.356934,0.527352,-0.583993,0.604501,15.182057,-48.116215,57.652523,,,,,,,,,,,,,,,,,,,,,,,,,
1577742301.924341,93.000000,0.000000,4194.358887,4345.641113,4126.666504,4131.794922,4179.487305,450.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1577742301.932137,94.000000,0.000000,4180.000000,4361.025879,4118.461426,4119.487305,4168.205078,450.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,47.000000,0.000000,0.297612,0.087646,0.881104,0.356934,0.540047,-0.600107,0.586435,14.620898,-47.910374,58.108070,,,,,,,,,,,,,,,,,,,,,,,,,
1577742301.939834,95.000000,0.000000,4161.538574,4390.256348,4101.538574,4109.743652,4152.307617,16198.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1577742301.947630,96.000000,0.000000,4134.871582,4357.436035,4077.948730,4087.692383,4118.461426,450.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,48.000000,0.000000,0.297319,0.087646,0.881104,0.357178,0.531258,-0.621103,0.587900,14.115854,-47.844749,56.544151,,,,,,,,,,,,,,,,,,,,,,,,,
1577742301.955327,97.000000,0.000000,4144.615234,4335.384766,4090.769287,4100.000000,4130.256348,450.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1577742301.963224,98.000000,0.000000,4155.384766,4358.974121,4103.077148,4116.410156,4148.717773,450.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,49.000000,0.000000,0.297319,0.087646,0.881104,0.357178,0.535653,-0.602548,0.569833,16.412821,-47.845505,57.170349,,,,,,,,,,,,,,,,,,,,,,,,,
1577742301.971021,99.000000,0.000000,4160.512695,4368.717773,4101.538574,4117.948730,4150.769043,16198.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1577742301.978817,100.000000,0.000000,4208.205078,4372.307617,4132.820313,4157.436035,4191.794922,450.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,50.000000,0.000000,0.297612,0.087646,0.881104,0.356934,0.528817,-0.605966,0.588388,11.720956,-47.965816,57.494667,,,,,,,,,,,,,,,,,,,,,,,,,
